"<ID|readonly|noverify>";"<English>";"<Russian>";"<German>"
"items/stamina_regeneration_chronogene_t2";"Serenity II";"Спокойствие II";"Gelassenheit II"
"items/stamina_regeneration_chronogene_t2/desc";"Cool as a cucumber.";"Спокоен как удав.";"Kühl wie eine Gurke."
"items/stamina_regeneration_chronogene_t3";"Serenity III";"Спокойствие III";"Gelassenheit III"
"items/stamina_regeneration_chronogene_t3/desc";"Cool as a cucumber.";"Спокоен как удав.";"Kühl wie eine Gurke."
"items/observation_chronogene_t1";"Observation";"Внимательность";"Beobachtung"
"items/observation_chronogene_t1/desc";"Lootable containers and items around you become highlighted.";"Контейнеры, которые можно обыскать, и предметы вокруг вас подсвечиваются.";"Lootbare Behälter und Objekte in deiner Nähe werden hervorgehoben."
"items/calming_effect_chronogene_t1";"Calming Effect";"Успокаивающий эффект";"Beruhigende Wirkung"
"items/calming_effect_chronogene_t1/desc";"Using healing items also lowers your heart rate.";"Использование лечебных предметов также снижает ваш пульс.";"Die Verwendung von Heilgegenständen senkt auch deine Herzfrequenz."
"items/parkour_chronogene_t1";"Parkour";"Паркур";"Parkour"
"items/parkour_chronogene_t1/desc";"Ability to pull yourself up onto obstacles at your height, grab onto edges while falling or jumping, and push off walls during jumps.";"Способность подтягиваться на преграды с ваш рост, хвататься за края при падении или прыжках, отталкиваться от стен в прыжках.";"Fähigkeit, dich an Hindernissen in deiner Höhe hochzuziehen, dich während des Fallens oder Springens an Kanten festzuhalten und dich bei Sprüngen von Wänden abzustoßen."
"items/soft_steps_chronogene_t1";"Soft Steps";"Мягкая походка";"Sanfte Schritte"
"items/soft_steps_chronogene_t1/desc";"Reduced noise from running and jumping.";"Сниженный шум от бега и прыжков.";"Verringerter Geräuschpegel beim Laufen und Springen."
"items/limb_regeneration_chronogene_t1";"Limb Regeneration";"Регенерация конечностей";"Gliedmaßenregeneration"
"items/limb_regeneration_chronogene_t1/desc";"Critically injured limbs gradually recover to a pain-free threshold.";"Критически поврежденные конечности постепенно восстанавливаются до безболезненного порога.";"Kritisch verletzte Gliedmaßen erholen sich allmählich bis zu einer schmerzfreien Schwelle."
"items/berserk_chronogene_t1";"Berserk";"Берсерк";"Berserker"
"items/berserk_chronogene_t1/desc";"High heart rate increases your melee damage.";"Высокий пульс увеличивает урон в рукопашном бою.";"Hohe Herzfrequenz erhöht deinen Nahkampfschaden."
"items/tenacious_chronogene_t1";"Tenacity";"Живучесть";"Zähigkeit"
"items/tenacious_chronogene_t1/desc";"Once per raid, lethal damage does not kill you but leaves you in a state of shock. Does not apply to headshots.";"Один раз за рейд летальный урон не убивает вас, а оставляет в состоянии шока. Не работает при уроне в голову.";"Einmal pro Raid führt tödlicher Schaden nicht zum Tod, sondern lässt dich in einem Schockzustand zurück. Gilt nicht für Kopfschüsse."
"items/conduit_chronogene_t1";"Conduit";"Проводник";"Leiter"
"items/conduit_chronogene_t1/desc";"Extraction requires less time to open the portal.";"При эвакуации требуется меньше времени для открытия портала.";"Die Extraktion benötigt weniger Zeit, um das Portal zu öffnen."
"items/weapon_expert_chronogene_t1";"Weapon Expert";"Оружейный эксперт";"Waffenspezialist"
"items/weapon_expert_chronogene_t1/desc";"Faster reload and weapon switching.";"Быстрая перезарядка и смена оружие.";"Schnelleres Nachladen und Waffentausch."
"items/gunslinger_chronogene_t1";"Gunslinger";"Стрелок";"Pistolenexperte"
"items/gunslinger_chronogene_t1/desc";"The ability to equip two side arms and shoot with both simultaneously.";"Возможность экипировать два пистолета и стрелять из них одновременно.";"Die Fähigkeit, zwei Seitenwaffen auszustatten und beide gleichzeitig abzufeuern."
"items/night_owl_chronogene_t1";"Night Owl";"Сова";"Nachtmensch"
"items/night_owl_chronogene_t1/desc";"Ability to see slightly better in the dark.";"Возможность чуть лучше видеть в темноте.";"Die Fähigkeit, in der Dunkelheit etwas besser zu sehen."
"items/trap_sensing_chronogene_t1";"Trap Sense";"Чутье ловушек";"Falleninstinkt"
"items/trap_sensing_chronogene_t1/desc";"Shows the general direction of traps nearby within a short distance from you.";"Показывает общее направление, в котором присутствуют ловушки на небольшом расстоянии от вас.";"Zeigt die allgemeine Richtung von Fallen in der Nähe auf kurzer Distanz."
"items/knife_master_chronogene_t1";"Knife Master";"Мастер ножей";"Messerkämpfer"
"items/knife_master_chronogene_t1/desc";"The ability to equip two melee weapons and attack with both simultaneously.";"Возможность экипировать два оружия ближнего боя и атаковать ими одновременно.";"Die Fähigkeit, zwei Nahkampfwaffen auszurüsten und beide gleichzeitig zu benutzen."
"items/am_locator_chronogene_t1";"Active Matter Locator";"Локатор Активной материи";"Aktiver Materie Locator"
"items/am_locator_chronogene_t1/desc";"Shows the general direction of Active Matter nearby within a short distance from you.";"Показывает общее направление, в котором присутствует Активная материя на небольшом расстоянии от вас.";"Zeigt die allgemeine Richtung von aktiver Materie in der Nähe auf kurzer Distanz."
"items/monster_detector_chronogene_t1";"Monster Detector";"Детектор монстров";"Monster-Detektor"
"items/monster_detector_chronogene_t1/desc";"Shows the general direction of monsters nearby within a short distance from you.";"Показывает общее направление, в котором присутствуют монстры на небольшом расстоянии от вас.";"Zeigt die allgemeine Richtung von Monstern in der Nähe auf kurzer Distanz."
"items/motion_detector_chronogene_t1";"Motion Detector";"Детектор движения";"Bewegungsdetektor"
"items/motion_detector_chronogene_t1/desc";"Shows the general direction where movement was recently detected.";"Показывает общее направление, в котором недавно было зарегистрировано движение.";"Zeigt die allgemeine Richtung, in der kürzlich Bewegung erkannt wurde."
"items/sharp_memory_chronogene_t1";"Sharp Memory";"Хорошая память";"Scharfes Gedächtnis"
"items/sharp_memory_chronogene_t1/desc";"You always know how many rounds are in the magazines while shooting.";"Вы всегда знаете, сколько патронов в магазинах при стрельбе.";"Du weißt immer, wie viele Schüsse noch im Magazin sind, während du schießt."
"items/reanimator_chronogene_t1";"Reanimator";"Реаниматор";"Reanimator"
"items/reanimator_chronogene_t1/desc";"Faster and cheaper revive of teammates in the raid.";"Ускоренное и более дешевое воскрешение сопартийцев в рейде.";"Schnelleres und günstigeres Wiederbeleben von Teamkameraden im Raid."
"items/speed_mult_chronogene_passive";"Speed";"Скорость";"Geschwindigkeit"
"items/jump_mult_chronogene_passive";"Jump";"Прыжок";"Sprung"
"items/safe_fall_chronogene_passive";"Safe fall";"Безопасное падение";"Sicherer Fall"
"items/weight_penalty_reduction_chronogene_passive";"Carrying capacity";"Грузоподъёмность";"Tragkraft"
"items/active_matter_gathering_mult_chronogene_passive";"Active Matter Gathering";"Сбор Активной Материи";"Aktive Materie Sammeln"
"items/item_usage_speed_chronogene_passive";"Fine motor skill";"Мелкая моторика";"Feinmotorik"
"items/item_recognition_speed_chronogene_passive";"Examination";"Осмотр";"Untersuchung"
"items/melee_strength_chronogene_passive";"Melee";"Ближний бой";"Nahkampf"
"items/bullet_proof_chronogene_passive";"Bulletproof";"Пуленепробиваемость";"Kugelsicher"
"items/melee_proof_chronogene_passive";"Resilience";"Стойкость";"Widerstandskraft"
"items/shock_reduction_chronogene_passive";"Pain suppression";"Подавление боли";"Schmerzunterdrückung"
"items/heal_improvement_chronogene_passive";"Heal efficiency";"Эффективность лечения";"Heilungseffizienz"
"items/stamina_chronogene_passive";"Endurance";"Выносливость";"Ausdauer"
"items/stamina_regeneration_chronogene_passive";"Serenity";"Спокойствие";"Gelassenheit"
"items/low_recoil_chronogene_passive";"Low recoil";"Пониженная отдача";"Geringer Rückstoß"
"items/calm_breath_chronogene_passive";"Calm breathing";"Спокойное дыхание";"Ruhige Atmung"
"items/silent_step_chronogene_passive";"Silent steps";"Тихая поступь";"Leise Schritte"
"items/fast_pose_change_chronogene_passive";"Fast stance change";"Быстрая смена стойки";"Schneller Haltungswechsel"
"items/key_miniraid";"Key-Memory Card";"Ключ-карта памяти";"Speicherkarte"
"items/key_miniraid/desc";"The personal memory card of a suspended agent. Also serves as an access key to some electronic locks.";"Личная карта памяти отстранённого от службы агента. Также является ключом доступа к некоторым электронным замкам.";"Die persönliche Speicherkarte eines suspendierten Agenten. Dient auch als Zugangsschlüssel zu einigen elektronischen Schlössern."
"items/encrypted_storage";"Encrypted data storage";"Зашифрованное хранилище данных";"Verschlüsselte Datenspeicherung"
"items/encrypted_storage/desc";"My old journal entries.";"Старые записи моего дневника.";"Meine alten Tagebucheinträge."
"items/item_airplane_clock";"AChS-1 Clock";"Часы АЧС-1";"AChS-1 Uhr"
"items/item_airplane_clock/desc";"Once ran on an airplane, now it stands on the ground.";"Когда-то шли на самолёте, теперь стоят на земле.";"Lief einst in einem Flugzeug, jetzt steht sie am Boden."
"items/item_boxed_airplane_clock";"Boxed AChS-1";"АЧС-1 в коробке";"Verpackte AChS-1"
